,,"Audiences throughout Canada, Bermuda and across the US have been left gasping for air following Shorty’s performances at Carolines (NY), Rascal’s (NJ), Miami Improv (FL), Jokes n’ Notes (IL), LA Improv (CA), Laugh Factory (LA & NY), and the FunnyBone Comedy Club (OH & VA). Working alongside comedians Mike Epps, Michael Blackson, J. Anthony Brown, Bill Bellamy, Talent, Tony Roberts and Andrew Kennedy, just to name a few; Shorty continues to perfect his skill and leave audiences demanding more. Shorty attributes his success not only to his hard work and perseverance but also to the support of his friends and family, who continue to keep him highly motivated and focused on continued success. To contact Shorty or get information on upcoming performances please visit http://www.laffwithshorty.com andhttp://www.myspace.com/kidcomedy.",
Erin Conroy,,"Erin Conroy is a comedian and hockey fan from Buffalo NY.  She has performed in clubs and colleges all over the East Coast, and currently runs the popular monthly comedy showcase “Motherboy” in New York City’s lower East Side.  She is a co-host of the “Caligula’s Grotto” podcast, and thinks you look really nice today.",/assets/uploads/comedians/headshot.jpg
Mike James,,"Mike James comedy career began at the age of ten, when during show-and-tell he would recite jokes he heard on Letterman. Now that he’s all grown-up, he writes his own stuff. His smart, energetic act pokes holes in the faulty logic of others by combining razor sharp wit with outright absurdity. He’s opened for some of the best stand-ups in the world, including Todd Barry, Dana Gould, Ted Alexandro, and Nick Thune.",/assets/uploads/comedians/MikeJames.jpg
Ryan Conner,,"Originally from Washington, DC and based in New York City, Ryan Conner has a style of sharp story-telling that is “unique and extremely funny,” and he “has all the makings of a great stand-up,” according to Punchline Magazine.",/assets/uploads/comedians/ryan_conner.jpg
,,,
,,"His stand-up act has earned him a position as a contributing writer for Saturday Night Live’s Weekend Update for two seasons. Other credits have ranged from being in a pilot for the NFL Network, doing political comedy commentary for the BBC, and being featured in The Onion, The Washington Post and Time-Out NY. All this has led On-Tap Magazine, Washington DC’s leading entertainment guide, to label him a “stand-up comedy phenom.”",
Sarah Newell,,"Sarah Newell is a former bikini and fashion model turned comedian and actress.  Sarah has be seen on numerous TV shows, she played Sarah Barton on CSI Miami and has also been seen in King of Queens and Law Order,  she can also be seen in the Justin Timberlake movie Friends with Benefits.",/assets/uploads/comedians/Sarahheadshot-32.jpg
Ian Salmon,,"Ian Salmon is noted for his ability to keep his jokes fresh and unique, he weaves together experiences of travel, divorce and fatherhood, creating an enthralling web of comedy that will leave people in side-splitting laughter. With everything he’s done, the man has endless material to use for the reward of a good laugh. Ian has appeared on such TV shows as CSI NY, The Mentalist, Baggage and in movies like Minority Report, Dark Eyes and has featured role in the movie Minkow staring Janes Caan, Ving Rhames and Mark Hamill he has aslo appeared on comedy shows such as Comedy Central and Showtime at The Apollo.             ",/assets/uploads/comedians/IanSalmonHeadshot.jpg
Matt Kazam,,"Matt Kazam is a veteran comic with 23 years experience who can be seen performing at all the nation’s top comedy clubs, theaters and casinos.  Matt has performed stand-up comedy over 6,000 times in 42 states and 7 countries. He has made television appearances on NBC’s “Last Comic Standing”, Fox’s “Big Red Couch”, Comedy Central’s “Stand-Up Stand-Up”, VH-1’s “Fools For Love”, TLC’s “Two For Vegas”, The Discovery Channel’s “Lux List”. In addition, Matt has a comedy special entitled “Stand-Up and Sit-Down with Matt Kazam” currently airing on SIRIUSXM Satellite Radio. In Fall 2012 Matt will appear in his first ever 1 hour comedy special for Showtime called “Mac N Cheese”.",/assets/uploads/comedians/mattkazamheadshot1.jpg
Emma Willmann,,"Emma Willmann is a Stand - Up Comic and Entertainer based out of New York City. Originally from in rural Maine, Willmann discovered humor and comedy at an early age, as a way to distract herself from her rural surroundings. Becoming familiar with Stand – Up comedy in Boston, Willmann hit the scene hard - winning first place in The Boston Comedy Riots and making the finals in New England’s Funniest Comic Competition, both in 2010. Now based out of NYC, Willmann has been featured at major comedy clubs throughout Manhattan, appeared on Sirius XM Radio, in The Women in Comedy Festival, and alongside Jim Ganfighan, Jerry Sinfield, and Aziz Ansari, among many more.",/assets/uploads/comedians/emma-willmann.jpg
Lori Sommer,"From Club MTV, Soul Train & The Great 51st State of Long Island","A showbiz triple threat—-Dancer, actress, stand-up comedian. Lori Sommer took an unlikely path to stand-up comedy that started with her being a hip hop dancer on shows like Club MTV and Soul Train.  It brought her all the way to the bright lights of NYC where she traded her tap shoes for punch-lines. Lori never lost her dancing sensibilities as her comedy is rhythmic, majestic and prone to unexpected moves.",/assets/uploads/comedians/LoriSommer2.jpg
,,,
,,How exactly did this Italian girl from Long Island go from dancing on stage with DMX to performing on stage with a two drink minimum?  Come to a show and find out!,
Randolph Terrance,,"Originally from San Antonio, Texas and now making his home in the Washington DC area, Randolph is a consummate professional comedian with the ability to make any group of people laugh. As Randolph says, “I once read a quote from Woody Allen that sums up my feelings on stand-up: ‘If people come away relating to me as a person rather than just enjoying my jokes, if they come away wanting to hear me again no matter what I might talk about then I’m succeeding’”.",/assets/uploads/comedians/Randolph_Terrance_2.jpg
,,,
,,"His universal appeal brings insight and poise to every show he performs. Randolph’s style has been said to be “strictly for the grown and sexy” pairing a smooth delivery with sharp, funny material.",
Chico,,"“I’m just an avid student of comedy and I love the passion, control and commitment it takes to become a great comedian.” Words spoken from a true comic at heart; making his mark in the comic era for over 8 years, CHICO has definitely helped push the comic scene into a new direction and has put his city on the map. Born and raised in Washington D.C., CHICO never would’ve imagined that he",/assets/uploads/comedians/ChicoHeadshot.jpg
,,"would become a comedian, but one incident changed his views of life forever. Being critically wounded and hospitalized due to a gunshot wound in early 2001, he spent a lot of time in the hospital bed contemplating on his life changes and the path to take next. “I was watching an episode of Comic View on BET, and it hit me; these comics aren’t really all that, I can do that.” After recouping from his injury, he decided to put his actions to a test, and tried out comedy for the first time appearing at D.C.’s infamous Takoma Station nightclub. From then on, he knew that this was a career to embark on.",
,,,
,,"CHICO began hosting Takoma Station weekly while working other gigs at other comedy venues in the D.C. area. Within 3 years, CHICO had already performed with D.C.’s best; such as Joe Clair and Red Grant just to name a few. He was blessed to be chosen to perform at Howard University’s Homecoming Comedy Show; then selected to appear on the second season of B.E.T Coming to the Stage, he’s also been featured outside of D.C. headlining at the Virginia House of Comedy, Richmond Funnybone and opening up for big music acts such as R&B singer Pleasure P (of Pretty Ricky) and soul music legends THE WHISPERS and the list goes on. Chico loves giving back to his community hosting charity events such as Make-a-Wish. Chico was recently featured on BET’s 106&Park for the Martin Luther King Memorial Tribute. He is also a comedic writer who writes for several comedians in Washington D.C area.",
,,,
,,"Currently, CHICO is still hosting and performing at venues worldwide, as well as writing and producing shows. He’s the lead writer for the sketch shows “DMV Comedy Sit Down” and “CHICOMENTARY,” and he’s one of the writers and commentators on “Reel Critics.” His future goals are to write for a wide range of comedians as well as for sitcoms. CHICO’s dogma is to “Always stay focused.”",
Seaton Smith,From Comedy Around Your Corner & Up Your Street,"Applying smooth charisma to a layer of explosive energy, topped off with unforgettable characters sure to permanently reside in your brain, Seaton Smith leaves his audience in a state of comedic euphoria as he killed performing on Opie and Anthony “Virus” tour and the “New Faces” show at Just For Laughs Comedy Festival in Montreal. He also is a online phenom signing a deal with Sierra Mist where he was able to showcase his chops at producing the skit “Pimpin Referee.”",/assets/uploads/comedians/Seaton_Smith.jpg
Rachel Feinstein,From Season 7 of 'Last Comic Standing' & Comedy Central Presents,"Rachel Feinstein grew up outside Washington DC, the daughter of a civil rights lawyer and a blues musician, giving her a keen eye for the absurd and unjust. She developed her hilarious, character-driven style by opening for her father_s blues band as a kid and doing impressions of various loud and jarring relatives. Rachel was a finalist on Season 7 of Last Comic Standing, she was featured on ",/assets/uploads/comedians/RachelFeinstein1Profile.jpeg
,,"Russell Simmon’s Presents Live at the El Ray, and she has had her own half hour special Comedy Central Presents Rachel Feinstein.",
,,,
,,"She has voiced various characters on Adult Swim’s Venture Brothers, comedycentral.com_s Samurai Love God, and spike.com_s Battle Pope. She has also appeared on VH1_s Jewtastic and CNN_s Not Just Another Cable News Show. Rachel reviews hip hop as her Grandma “Ice Cold Rhoda: World’s Oldest Hater” (using a Star of David rating system) on comedycentral.com and for Cipha Sounds & Rosenberg on New York_s Hot 97 FM. She is a supporting actress in the independent film Circus Maximus as well as in Peace After Marriage which won the Tribeca All Access Award. Rachel headlines comedy clubs and colleges across the country and she has performed internationally at the Just For Laughs comedy festival in Montreal, the Glasgow Comedy Festival, and the Amsterdam Comedy Festival. Her first comedy album will be released soon on Comedy Central Records.",
Robert Kelly,From The Tourgasm Tour and FX's Louie,"Robert Kelly has overcome many hardships in his life, all of which have made him the actor/comedian he is today. From his early days as a kid growing up in Boston in and out of Juvenile Hall, Kelly’s unique, honest take on his own life and his relationships makes his comedy clever, abrasive, funny, but yet refreshingly vulnerable.",/assets/uploads/comedians/RobertKellyHeadshot2.jpeg
,,,
,,"He has been winning over audiences for the last 18 years. In addition to clubs and colleges nationwide, Kelly has traveled across the country in the “Tourgasm Live” tour with Dane Cook and Gary Gulman and has performed at the Just For Laughs Festival (Montreal 2010). He was recently seen as Louie CK’s brother Robbie on FX’s “Louie” and will soon be seen on CBS’s new drama “NYC 22” produced by Robert DeNiro. His other credits include Comedy Central Special “Comics Anonymous,” “Comedy Central Presents Robert Kelly,” “Tourgasm” on HBO, “Jimmy Kimmel Live” on ABC, “Premium Blend” on Comedy Central, “Tough Crowd with Colin Quinn” on Comedy Central, “The Carson Daly Show” on NBC, ” “Law & Order,” “Awesomely Oversexed” on VH1 and “The Jim Breuer Show” on MTV.",
,,,
,,"His movie credits include “Ghost Town,” “What Doesn’t Kill You,” “Children of Invention”, “Bachelor No. 2” and “Good Luck Chuck.” He also produced and starred in his first short film “Cheat “ which debuted at The Tribeca Film Festival in New York. He also has a book coming out based on the movie and a top rated podcast called “You Know What Dude?” that can be found on iTunes or riotcast.com",
Mike Way,Local Favorite & Winner of Funniest Person in Baltimore Award,"Mike started doing standup in December 2005 and has since become one of the rising stars of the East Coast comedy scene. In addition to winning the DC Improv Showcase Finals and being a finalist at the Funniest Person in Baltimore contest, he has also performed at the DC, Boston, and California Comedy Festivals, the World Series of Comedy in Las Vegas and the Laughing Skull Festival in Atlanta.",/assets/uploads/comedians/MikeWayHeadshot.jpg
,,,
,,"Inspired by the observational comedy of Chris Rock and Jerry Seinfeld, Mike’s known for his relaxed, conversational delivery and well-crafted material with which everyone can relate. Mike’s jokes have been well-received all over the country, and so far it’s afforded him the opportunity to work with a wide variety of comedy luminaries, including Frank Caliendo, Pablo Francisco, John Oliver, Steve Byrne, Loni Love, Dave Attell, and standup legend Robert Klein.",
Justin Daniels,From The Late Night Fiasco on Baltimore 98 Rock & Comedy Festivals Countrywide,"DC native Justin Daniels has an ever impressive list of comedy accomplishments. Host of the “The Late Night Fiasco” on Baltimore’s 98 Rock. Justin has been featured at the prestigious Just For Laughs Montreal Comedy Festival, Detroit Comedy Festival, and Boston Comedy Festival. He has also been seen on national Toyota Commercials, Lifetime Television, VH1, and writes for popular online comedy website PunchlineMagazine.com. This young star is on the come up!",/assets/uploads/comedians/Justin-Schlegel-1.jpg
Ted Alexandro,From Every Late Night Talk Show & Comedy Central,"Ted Alexandro was born and raised in Bellerose, NY, the second of five children. An artistic brood, the Alexandros performed community theater together almost every summer of Ted’s teenage years.",/assets/uploads/comedians/TedAlexBioShot.jpeg
,,,
,,"In 1992 Ted graduated with a Master’s Degree in Elementary Education from Queens College (“The Harvard of the CUNY system”; their words.) He started his comedy career as part of the duo “James & Ted” with his good friend, Hollis James, whom he met at Queens College. Learn more about Ted at his website TedAlexandro.com.",
,,,
,,Ted Alexandro was named one of the top comics working today by Time Out NY magazine.,
,,,
,,"Ted has performed on David Letterman, Conan O’Brien, Jimmy Kimmel, Craig Ferguson, The View, and he’s had two half-hour specials on Comedy Central. He’s also performed at the Bonnaroo Music Festival, Just For Laughs Festival and The New York Comedy Festival.",
,,,
,,"Ted has performed internationally in Jordan, Egypt, Kuwait, Hong Kong, South Korea, Singapore, Jakarta, England, Holland, Israel and Qatar, as well as appearing on television incredible shows such as “Oz”, “Dr. Katz” and “Louie”.",
Jessica Kirson,"From Comedy Central's ""Premium Blend"" and Last Comic Standing","Jessica Kirson’s unique style and captivating stage presence captures the attention of audiences and club bookers everywhere she performs. Her wide variety of characters brings a diverse energy to her routine. Once you have seen her amazing talent, it is easy to understand why she was selected to perform at the Hamptons, Toyota, Marshall’s Women in Comedy, Comedy Central’s South Beach and HBO’s Las Vegas comedy festivals.",/assets/uploads/comedians/JessicaKirsonHeadshot.gif
,,,
,,"She has been featured on various television shows, including, Comedy Central’s “Premium Blend” and “Fresh Faces,” Nickelodeon’s “Sixth in the Suburbs,” Noggin’s “LOL,” VH1’s “Awesomely Bad” Shows, Showtime’s, “White Boyz in the Hood,”.Oxygen’s premier game show “Can You Tell?,” Bravo’s “The Great Things About Being,” The Women’s Television Network, “She’s So Funny,” NBC’s “Last Comic Standing” Seasons 2 and 3, NBC’s “Last Call With Carson Daly”, and, “The Tonight Show with Jay Leno”.",
,,,
,,"Jessica performed at The Stockholm Comedy Festival in the fall of 2009 and her character voices can be heard in early 2010 in Nickelodeon’s “Bubbleguppies.” Jessica appeared in her own LOGO Special, “My Cookie’sGone.” and LOGO’s New Now Next Best of 2009.  In late 2009, Jessica starred in a Television Pilot, considered to be a new breed of entertainment – The Reality Talk Show, entitled, THE JESSY K SHOW, executive produced by Zach Braff.",
Ali Wong,"From The Tonight Show, Fox's ""Breaking In"" & Comedy Central's ""Comics to Watch"" List","ALI WONG is a stand-up comedian living in Los Angeles, CA. After SF Weekly selected her as “The Best Comedian of 2009_ and the SF Bay Guardian awarded her “Best of the Bay,” she decided that it was finally time to depart her hometown. Since then, Ali has performed on “The Tonight Show with Jay Leno”, the FOX series “Breaking In”, E!’s “50 Super Epic TV Moments”, and can be seen in Oliver Stone’s “Savages” to be released later this year. In 2010, Comedy Central listed Ali Wong as one of 7 “Comic’s to Watch” and Ali appeared in the 2011 Just for LaughsComedy Festival in Montreal, QC. She is currently a series regular on NBC’s “Are You There, Chelsea?”",/assets/uploads/comedians/AliWongHeadshotHiRes.jpg
Dean Edwards,From the SNL Cast & Russel Simmons Def Comedy Jam,"Actor/Comedian Dean Edwards has been making his mark in comedy following two successful seasons as a cast member on “Saturday Night Live.”  With such memorable impressions as Don Cheadle, Michael Jackson and Denzel Washington, as well as such original characters as “Man in Elevator” and “Cop#2”. Dean has pushed himself to the limits of creativity and exhaustion.  Always the multi-tasker, Dean found the momentum to juggle his SNL career, his numerous standup appearances and multiple television appearances on tv. Dean most recently appeared in Showtime’s “Comics Without Borders, the nine-week comedy series which showcased multi-cultural stand-up comedians.  Dean also helped workshop and create the character of Donkey for nearly 2 years, leading up to Dreamworks’ SHREK THE MUSICAL on Broadway.",/assets/uploads/comedians/EdwardsUse.jpeg
,,,
,,"Dean has made several late night appearances, including “The Late Show with Craig Ferguson” and “Last Call with Carson Daly.”  He is also a favorite and frequent guest on Byron Allen’s “Comic Unleashed,” and is frequently providing comedic commentary on various VH1 highlight shows. Director Malcolm Lee also chose Dean to finish Bernie Mac’s voice/ADR work on “Soul Men” after the comedian’s untimely death.  Dean also provided the voiceover of Barack Obama’s on the CNN’s show, “D.L. Hughley Breaks the News”.",
,,,
,,"Born in the Bronx and raised throughout New York, Dean’s travels made it easy for him to communicate with all walks of life.  After dividing his college career between classes and a 6-year term in the U.S. Army reserves, Dean ultimately made the choice to devote his career to comedy.  Although his fellow soldiers loved his impressions of their drill sergeant, Dean spent many an afternoon doing push-ups to pay for his comedic talent.  That talent paid off and Dean found his career after participating a college talent show.",
,,,
,,"Armed with a degree in communications, Dean became an in-demand comic, and landed his first big break on Russell Simmons’ “Def Comedy Jam.” Though the show is renown for it’s blue humor, Dean found a way to break the traditional mold with his mainstream appeal. Subsequently, he was a featured comedian on “Showtime at the Apollo” a few years later. Dean followed his TV appearances by starring in numerous commercials, and also worked with Spike Lee on the hit feature film “The Original Kings of Comedy”",
,,,
,,"Edwards has since earned a reputation as a headlining favorite at comedy clubs and colleges across the country. An international sensation, Dean was chosen to perform at the Jozi, Cape Town and Durban Comedy Festival’s in Johannesburg, Cape Town, and Durban South Africa, as well as Saudi Arabia in late, 2009. More recently, Dean completed a tour of the Middle East, performing in front of more than 10,000 comedy fans: beginning in Cairo, Egypt and ending in Kuwait.",
,,,
,,"Next up, Dean’s vocal talents can be heard in Dreamworks upcoming Halloween classic, SCARED SHREKLESS and he can be seen starring in the upcoming independent feature, APRIL FOOLS. Dean’s first comedy CD, “REAL TALK WITH FAKE PEOPLE, Volume 1” debuted at the top of Itunes comedy charts in 2009 and he plans to release an hour long special/DVD with Salient Media in late-2010.",
Jess Wood,,"Jess Wood got her start in stand up comedy at New York Comedy Club, where she won the prestigious Best African-American Comedy Contest four times in a row. A veritable tornado on stage, Jess was the first white girl to perform on HBO’s Def Comedy Jam.  Raised in the 1970’s by vegan hippies on welfare, embraced by Mexican gang members, and saved by stand-up comedy, she escaped violence, drug abuse, and prostitution by finding humor in all of it.",/assets/uploads/comedians/JessWood.jpg
Frank Liotti,From Law & Order land and comedy clubs up and down the East Coast,"Frank Liotti has been seen playing criminals on multiple episodes of Law and Order: Criminal Intent, Law and Order: Special Victims Unit, Fox TV’s Jonny Zero, New York Undercover and Canturbury’s Law with Julianna Margulies.  A graduate of Yale School of Drama (MFA) and SUNY Purchase (BFA), he landed the cover of The New York Times Arts and Leisure section for the production “Cats Talk Back”, a mocumentary of life as a cast member within the Broadway hit “Cats”, which was the winner of “Best Overall Production” in the 2003 NYC Fringe Festival and was revived this past Spring of 2011 in “Fringe Benefits: Best of the Fringe”.",/assets/uploads/comedians/frank_liotti.jpg
,,,
,,"He came in first place in a New York division of the prestigious Laughing Skull Comedy Festival two years in a row (headlined by Margaret Cho) and was a finalist in the Boston Comedy Festival NY Showcase as well as the Los Angeles Comedy Festival. Theatrically, he has performed at Yale Repertory Theatre, Rattlestick Theatre, Signature Theatre, Williamstown Theatre Festival, Stageworks/Hudson and others.  He is in the upcoming film BearCity2, a TLA Release.",
Terrance the Comedian,From The Riot Act MC & Feature Family & Your Local Mess Hall,"Washington DC native Terrance The Comedian first began his comedy career while serving in the United States Marines Corps in the mid-1990’s. He went above and beyond his duty to raise the morale and welfare of his fellow marines while stationed in Hawaii. He had access to a platform to voice his experiences of being separated from his family as well as his bond with his buddies by looking at day to day tasks/routines through a critical comedic eye. Upon returning home to civilian life, the scope of Terrance’s comedic material began to encompass his home-life, his hometown. This subject matter would eventually have a trickle down effect into every aspect of Terrance’s life experiences ranging from relationships (family & romantic), social interaction, fatherhood, and his outlook on historical, national, and current world events.",/assets/uploads/comedians/Terrence_8x10_pic.jpg
,,,
,,"Terrance diligently honed his comedy craftsmanship at open mics, talent shows, low or no paying gigs, whatever, in order to strengthen his stage presence AND fanbase. In fact, many fellow comedians and show producers have found out the hard way that “Terrance is Headline Material” and a tough act to follow. Terrence has the rare ability to elevate the intensity of a show that many peers voluntarily refuse to follow this talented comic who quickly establishes a rapor with any audience.",
,,,
,,Terrance has established a strong presence in the of the regional comedy circuits; he has gained visibility via his comedy stand-up performances and hosting high profile events.,
Josh Wolf,,"Josh Wolf started doing comedy in Seattle 12 years ago.  After moving to Los Angeles, his unique, honest and high energy style of storytelling made him an instant favorite at The Impov, The Laugh Factory and The World Famous Comedy Store.  He also caught the eye of network TV.  After doing his first one man show at the HBO Workspace, Josh landed a two year talent deal at 20th Century Fox and ABC for his own television show.  Although his show never made the air, Josh learned a lot from watching people develop and write scripts. He learned so much that he decided to write one himself and he sold it to NBC.  It was titled “Fairly Normal” and it, too, was to have Josh in the starring role.  Being bit by the writing bug, Josh wrote on sitcoms for the next four years working on shows like “Yes, Dear”, Will Smith’s “All of Us” and “Cuts” starring Shannon Elizabeth. As he was wondering whether to go back for another season of writing, Josh decided he was tired of making other people funny and he jumped back into stand-up.  He immediately got cast in Last Comic Standing and was on the season finale as one of the Last Comics Downloaded.  Since then he has had acting roles on “All of Us”, he has a recurring role on “My Name is Earl” and he has done several hosting gigs for E!",/assets/uploads/comedians/APPROVED_Josh_Wolf_Photo.jpeg
,,,
,,"He’s currently a regular on the hit E! series “Chelsea Lately” and is currently touring with Larry The Cable Guy and Chelsea Handler. Josh is also co-writing a feature for Sony and Happy Madison and hosts “The College Experiment,” a comedic weekly online college football show for Fox Sports. This year he will be touring with “The Comedians of Chelsea Lately.”",
Rory Albanese,"From The Daily Show and Lewis Black's ""Red White and Screwed"" Tour",Rory Albanese is a four time Emmy-winning Executive Producer of The Daily Show with Jon Stewart. He has been a key part of The Daily Show since 1999. Rory is also an accomplished stand-up comedian. In the summer of 2006 he joined Lewis Black’s “Red White and Screwed” tour performing with Lewis all over the country. Most recently Rory has been seen performing with Daily Show correspondent John Oliver as well as headlining his own shows at clubs and colleges throughout the country. He will have his own half hour comedy special on Comedy Central in 2010. Albanese and John Oliver have just signed a film deal with Paramount Studios for an undisclosed sum.,/assets/uploads/comedians/RoryAlbanese_051410.jpeg
Conrad Roth,From the City of Brotherly Love and Bill Bellamy's 'Who's Got Jokes',"Conrad Roth is a stand-up comedian, writer, and actor originally from Philadelphia. His first national TV appearance came as a featured comedian on “Bill Bellamy’s - Who’s Got Jokes.”  Conrad was handpicked to perform at the Boston Comedy Festival in 2008 and Salt Lake City’s Rocky Mountain Comedy Festival in 2011.  He spent the last two years in San Francisco where he was a guest performer on the TV show “Creepy Movie Time,” headlined the world famous Purple Onion, and performed with Robin Williams.  Conrad is a regular at Helium Comedy Club in Philadelphia and is currently creating his best work in New York City. ",/assets/uploads/comedians/conrad_small_1_of_4.jpg
Nikki Carr,"From BET's ""Comic View"" and ""It's Showtime At The Apollo""",Nikki Carr is a fresh face on the comedy scene.,/assets/uploads/comedians/Nikki_Carr.jpg
,,,
,,"Nikki has been all over the country learning her craft and developing her style, bringing audiences to their feet everywhere she goes, using truth, personality, poetry and music to completely enthrall her audience. ",
,,,
,,"In just a short time, Nikki Carr has appeared on both BET’s Comic View and It’s Showtime at the Apollo.  Nikki is well known for her comedic national anthem “Fat Girls.”  Since making her television appearance on BET’s Comic View and It’s Showtime at the Apollo, Nikki Carr has been highly request by Colleges, University and Military Bases nationwide as well as worldwide.  She has performed at Caroline’s in New York, The Comedy Zone in North Carolina, the Comedy Cabana in Myrtle Beach as well as many other clubs and colleges throughout the country.",
Barry Rothbart,"From ""The Tonight Show With Jay Leno"" and Montreal's ""Just For Laughs Festival!""","Barry Rothbart is one of the young rising stars in comedy today, appearing recently on the Tonight Show with Jay Leno, starring in the new season of MTV’s “Punk’d” and landing a role as “Ben” on TNT’s “Men of A Certain Age”. He also co-wrote and starred in the IFC Channel show “Do Whatever”, as well as a series of national commercials including: Taco Bell, Honda and Miller Light. He was also named a “New Face” and “Best of the Fest” performer at the 2011 Just For Laughs Montreal Comedy Fest. In addition to stand up he has performed sketch and improv for several years at the UCB Theater in NY and LA and a one man character show in 2010.",/assets/uploads/comedians/Barry_Rothbart.jpg
